filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_score,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_score,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_score,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_score,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_score,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_score,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_score,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_score,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_score,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_score,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_score,class_no,class_name
Phalakasana/68716.jpg,0.18910629,0.26003844,0.99971265,0.21517941,0.23542231,0.99984443,0.22184084,0.23621333,0.9998629,0.22903925,0.2372213,0.99987745,0.20749797,0.2310251,0.9995962,0.20867796,0.22872967,0.9995384,0.2102867,0.2259404,0.99963987,0.263045,0.25080574,0.99950683,0.24417838,0.23739505,0.99952877,0.20428318,0.28612158,0.99943906,0.19263709,0.28224853,0.99943334,0.29443935,0.3877278,0.99838126,0.26579857,0.33509302,0.9916842,0.104191065,0.49996784,0.9879077,0.13745534,0.4112459,0.47027308,0.025559962,0.41966555,0.9715503,0.047845393,0.37076387,0.46651772,0.00053715706,0.3894426,0.9549293,0.037326664,0.34844756,0.45204106,0.017497301,0.37970182,0.9569017,0.052969605,0.34239244,0.48006436,0.031915307,0.39099154,0.94085735,0.06229776,0.35000038,0.50987554,0.42134166,0.6803099,0.9947136,0.40224636,0.634955,0.9884242,0.47466886,0.8689889,0.98025656,0.4587742,0.81106794,0.66288227,0.55714977,1.0082991,0.95515263,0.54831696,0.95034283,0.5631279,0.586118,1.0085299,0.9073762,0.5773208,0.96029747,0.52031606,0.51447815,1.0686116,0.9303815,0.55694586,1.0143719,0.6731566,2,Phalakasana
Phalakasana/68908.jpg,0.6120808,0.93765044,0.9991032,0.5875946,0.9560187,0.99944216,0.5840255,0.9544189,0.9994711,0.57972205,0.9523927,0.9996145,0.58901125,0.9562372,0.99881834,0.58679366,0.9549804,0.9988286,0.58379686,0.9536984,0.99927086,0.5526038,0.9243225,0.99884915,0.5590832,0.9330433,0.9987985,0.6104517,0.9110875,0.99908614,0.61227757,0.91181374,0.9985195,0.5613599,0.80753636,0.99962854,0.5457591,0.8044525,0.9934042,0.79289055,0.70174015,0.99385345,0.725287,0.70708525,0.38832337,0.96083844,0.6276933,0.967233,0.89419687,0.64556646,0.23418757,1.0169433,0.6177698,0.93019706,0.92341566,0.64411145,0.19555439,1.0112106,0.62588567,0.9267779,0.9350841,0.6418052,0.20678371,0.992966,0.62199354,0.8954724,0.9272673,0.6357969,0.25077936,0.49136645,0.5128776,0.99395,0.48605916,0.5260492,0.97591656,0.5587217,0.25720346,0.9580286,0.54987204,0.2766496,0.18739027,0.5791904,0.021540701,0.95690423,0.5731056,0.057229966,0.5131304,0.5560335,-0.00090676546,0.9165808,0.5533972,0.03576979,0.51580346,0.6941759,-0.002441734,0.91294205,0.67034173,0.03385666,0.70013255,2,Phalakasana
Phalakasana/69614.jpg,0.32425725,0.46698436,0.9980533,0.310868,0.48036587,0.996691,0.31084874,0.4819691,0.9968646,0.31088248,0.4835958,0.997581,0.31166932,0.48298067,0.99768496,0.3123217,0.4862036,0.9980751,0.31337893,0.48992833,0.99831474,0.32490495,0.5080086,0.9950187,0.32796195,0.5121697,0.99806637,0.34314328,0.4692146,0.99649894,0.345186,0.47312984,0.9976418,0.427522,0.5023541,0.9952931,0.41391933,0.4901176,0.9995789,0.43778315,0.3662986,0.19960824,0.42047483,0.3304312,0.9845642,0.42563033,0.2215484,0.23506512,0.41727972,0.18477188,0.97008765,0.40896666,0.22283229,0.24458465,0.38886094,0.16337875,0.95825213,0.40053266,0.20345205,0.25137895,0.38114512,0.16797498,0.9507173,0.41082034,0.20291616,0.26025367,0.39310706,0.17281686,0.9137345,0.63965344,0.3989554,0.96420604,0.6368014,0.38838252,0.97731304,0.8016533,0.28631532,0.2481316,0.80831945,0.27575088,0.9382212,0.9442631,0.23345824,0.48929766,0.96999526,0.20434038,0.95238477,0.9684571,0.24456607,0.62492603,0.9866877,0.22051509,0.9378319,0.960349,0.15309057,0.6522726,0.9847373,0.12333244,0.9154343,2,Phalakasana
Phalakasana/69659.jpg,0.7397484,0.24384785,0.99988794,0.7544815,0.24993953,0.9998729,0.75522393,0.25204572,0.999895,0.7561505,0.2544478,0.99989796,0.75375,0.249688,0.9997975,0.7539533,0.25142205,0.99981004,0.7544048,0.25343153,0.9998696,0.75019944,0.2751506,0.99982446,0.75047225,0.27319327,0.99977165,0.72541153,0.25244558,0.9995914,0.72407424,0.25224373,0.99955565,0.6779537,0.31088626,0.99973935,0.68657875,0.3480926,0.998858,0.5520663,0.26367402,0.98641926,0.57225174,0.31070083,0.28387472,0.43848628,0.22151154,0.95221245,0.47367072,0.2685116,0.4903688,0.42679405,0.1955632,0.92503107,0.4699672,0.25140014,0.44790152,0.43301022,0.19081274,0.91367984,0.4673632,0.24698684,0.4639374,0.4359853,0.20336872,0.88226664,0.4641856,0.2520422,0.49294809,0.5996661,0.5027149,0.9995403,0.62063414,0.521858,0.9995413,0.47556666,0.5896782,0.9918671,0.6117042,0.65795356,0.85926974,0.35191333,0.6915132,0.9985232,0.6403522,0.8184977,0.9744486,0.34229827,0.72444093,0.9962388,0.6474335,0.83981186,0.97328734,0.2803396,0.65739316,0.99696285,0.6069013,0.87923783,0.97337,2,Phalakasana
Phalakasana/69789.jpg,0.12000063,0.22051445,0.997663,0.106756896,0.24017997,0.9970099,0.104153335,0.23884517,0.9974718,0.10105461,0.23725745,0.9977609,0.11623201,0.25004318,0.9971456,0.12069324,0.25560084,0.99731463,0.12542114,0.261437,0.9967411,0.11674115,0.25268582,0.9973326,0.15069911,0.28224346,0.99624544,0.13540289,0.20834129,0.99824464,0.14611197,0.22100253,0.99704593,0.23061547,0.24815284,0.9959798,0.26066187,0.26550275,0.99823785,0.40293995,0.1647062,0.29258442,0.40860555,0.14889237,0.93687844,0.50197136,0.075905934,0.27460763,0.52362806,0.042843968,0.74543566,0.5186628,0.049893305,0.24281299,0.5590013,0.03666787,0.6744093,0.51851267,0.050561786,0.25147372,0.54793775,0.02051565,0.66216195,0.51782125,0.060575172,0.270181,0.5416225,0.029265136,0.6262832,0.49569798,0.29617766,0.967609,0.51410544,0.32862812,0.98538995,0.5916111,0.26524967,0.23009282,0.7720119,0.47235173,0.90379065,0.80038226,0.3355984,0.27265018,0.9783805,0.56707406,0.88762987,0.8316895,0.3613354,0.2847461,0.98743016,0.6010061,0.6981906,0.8650305,0.29045078,0.25078613,1.0922861,0.5275156,0.7506078,2,Phalakasana
Phalakasana/7037.jpg,0.66403157,0.26933497,0.9999087,0.69766235,0.26292956,0.9998833,0.69993174,0.2659388,0.99986863,0.7021837,0.2691592,0.99987864,0.6976789,0.26147577,0.99983025,0.69992965,0.26341042,0.99983156,0.70239097,0.26586193,0.99987745,0.7112378,0.30420336,0.9998461,0.71090895,0.300205,0.9998442,0.6471582,0.2980977,0.9997936,0.6462945,0.2968637,0.99955887,0.60443485,0.47103858,0.9996612,0.6155054,0.44951928,0.9969254,0.7338903,0.5995243,0.9820533,0.59770787,0.3272331,0.5680228,0.61602706,0.6431089,0.86321485,0.5958421,0.08809805,0.57445496,0.58414656,0.67130244,0.76573956,0.62016046,0.059814036,0.49674222,0.5784391,0.6453941,0.7595786,0.6293865,0.055977523,0.5065277,0.5809909,0.6371348,0.74769026,0.6161646,0.08399874,0.523385,0.28847072,0.8269708,0.9998933,0.31201375,0.8100359,0.9998808,0.07303727,0.73243934,0.94738233,0.15394247,0.67124915,0.40972123,0.20041601,0.89078516,0.679877,0.2208362,0.88758403,0.2712729,0.24095249,0.897942,0.76665384,0.2639334,0.93383515,0.39679235,0.24952313,0.99456066,0.7465205,0.19009715,0.95606315,0.3793759,2,Phalakasana
Phalakasana/70481.jpg,0.9333992,0.92320585,0.9063812,0.906366,0.9465145,0.9429045,0.910877,0.9439534,0.94738597,0.91513145,0.94113636,0.94980097,0.90031457,0.95143414,0.91461855,0.90108085,0.9530332,0.9142285,0.9018903,0.95463085,0.91972345,0.9362302,0.9327646,0.92464155,0.92169666,0.94811976,0.90831923,0.91322136,0.9075083,0.9298236,0.9176513,0.9033249,0.9363444,0.92804694,0.85883045,0.9936598,0.8945298,0.8404492,0.9954106,0.973758,0.6975548,0.429605,0.9603002,0.650628,0.44626185,0.97525585,0.71116614,0.31072098,0.92713654,0.68946016,0.4082693,0.98486364,0.70225394,0.3655912,0.9226692,0.7002801,0.43202356,0.98225486,0.71810573,0.37129477,0.93727374,0.70745265,0.45110655,0.97668827,0.71672857,0.35029313,0.9358829,0.7039592,0.4485839,0.4846416,0.62033653,0.99888104,0.45774037,0.5950436,0.9987758,0.33730283,0.5314384,0.58226943,0.3034322,0.5082826,0.66258454,0.18979897,0.44949433,0.6662835,0.19479716,0.45786694,0.62442577,0.14952141,0.4168282,0.71799207,0.1712259,0.43154347,0.7443378,0.24129894,0.3949531,0.6869318,0.23835418,0.40072763,0.64031625,2,Phalakasana
Phalakasana/70610.jpg,0.15193471,0.6328099,0.9998055,0.13328625,0.6292442,0.99987054,0.13232353,0.626806,0.9998846,0.13119787,0.62395334,0.9999056,0.13412489,0.6300129,0.9996964,0.13367864,0.62850547,0.9996618,0.13302137,0.6265892,0.9997696,0.13172616,0.60201204,0.9998247,0.13306586,0.6048005,0.9996232,0.16504946,0.61959106,0.9995654,0.1655744,0.6208012,0.9993753,0.19530731,0.56759775,0.99978954,0.20286489,0.5231652,0.9985201,0.32818148,0.61127895,0.9836602,0.32429013,0.5545943,0.2723988,0.435413,0.65217394,0.9186046,0.42720902,0.6104966,0.34367195,0.4498707,0.6784729,0.87109506,0.43383446,0.62874866,0.29355028,0.44174182,0.67878735,0.85759604,0.4357477,0.6359212,0.30206946,0.43855962,0.6651113,0.81739086,0.43576092,0.6284214,0.3294706,0.298507,0.36988065,0.99905795,0.28383252,0.33479363,0.99887913,0.41760164,0.2891117,0.9814975,0.2972263,0.21153806,0.8020317,0.5618124,0.18187182,0.99220276,0.26951206,0.050173342,0.9225766,0.56935537,0.15350212,0.9866577,0.26337928,0.027727962,0.92719525,0.63526917,0.20207267,0.9879588,0.27473253,0.013558477,0.9234559,2,Phalakasana
Phalakasana/70845.jpg,0.24440365,0.35875547,0.999972,0.2291466,0.36820713,0.99991953,0.22921816,0.36987847,0.999913,0.22937319,0.37151736,0.999925,0.22805756,0.37040025,0.99995387,0.22741932,0.37327072,0.9999534,0.22672597,0.37630093,0.99995804,0.2362304,0.39501923,0.99981374,0.23129743,0.3994752,0.99994254,0.25897375,0.3666295,0.9998611,0.25709856,0.36898232,0.9998858,0.33150283,0.41453385,0.9993654,0.2955334,0.42858168,0.99998045,0.3504086,0.3015211,0.4959597,0.32843846,0.27755222,0.99456257,0.37405482,0.18262449,0.5904259,0.34851724,0.13749355,0.9893951,0.36078966,0.17424497,0.5048843,0.3305599,0.11091477,0.9764019,0.3563699,0.16668636,0.5237474,0.32461149,0.11249581,0.97072315,0.36336178,0.16561544,0.5317727,0.33313632,0.12050927,0.9440859,0.51744276,0.48094353,0.99940336,0.48888987,0.53044796,0.9998209,0.63694483,0.37831056,0.88613147,0.6272931,0.6015401,0.99738616,0.79122716,0.29216808,0.9620397,0.7532413,0.7375044,0.99786204,0.82645124,0.29349166,0.9516973,0.75481725,0.76125634,0.98210573,0.78255284,0.2262887,0.9670031,0.82531196,0.75242513,0.99341255,2,Phalakasana
Phalakasana/70856.jpg,0.26145387,0.2543094,0.997785,0.24600099,0.2624241,0.99544865,0.245686,0.2641944,0.9957853,0.2454036,0.26634338,0.99763656,0.2469782,0.26423824,0.99763465,0.24737445,0.26707977,0.998002,0.24777524,0.27020884,0.9984352,0.2517116,0.28998467,0.99475694,0.25407237,0.29134452,0.99707067,0.27827126,0.2619413,0.99627656,0.27893412,0.26425433,0.9969715,0.31315207,0.34340477,0.99364626,0.32689118,0.3305725,0.99954826,0.44061622,0.3014313,0.3230592,0.46514124,0.27742207,0.9911376,0.53742766,0.26402056,0.28533447,0.57951057,0.23784116,0.9806418,0.5449486,0.2410478,0.27017125,0.5914837,0.20876738,0.9695089,0.5481079,0.23745307,0.2826703,0.5846646,0.20527035,0.9621421,0.55134445,0.24567118,0.29956797,0.58209354,0.21638334,0.9219449,0.42726192,0.4843742,0.9902914,0.42709672,0.48771518,0.99255556,0.55717844,0.5731887,0.16854568,0.55420107,0.58545613,0.9718008,0.64516264,0.6974,0.5013108,0.66720694,0.70680404,0.97916573,0.6507267,0.7297498,0.59726673,0.67119,0.7358551,0.954365,0.72225296,0.6846026,0.67876726,0.7476142,0.68760014,0.95815337,2,Phalakasana
Phalakasana/70930.jpg,0.7488768,0.35157406,0.9999237,0.74967396,0.33503178,0.99970776,0.74845016,0.33435643,0.99975306,0.74721396,0.3335998,0.99972326,0.74825007,0.33390188,0.9998561,0.7461366,0.33242905,0.9998729,0.74395376,0.33068156,0.9998448,0.72485536,0.32902354,0.9994746,0.7230452,0.32498515,0.99983037,0.7355309,0.3617423,0.9995272,0.73437095,0.35971498,0.9996654,0.65924823,0.39498803,0.9988462,0.6619678,0.3628911,0.9999461,0.74637,0.47755477,0.5720264,0.7738698,0.47507465,0.99509627,0.83335084,0.5630721,0.6086112,0.8836807,0.56115305,0.98894674,0.85243267,0.5579422,0.5117814,0.90764487,0.5604728,0.974573,0.85968703,0.55694574,0.53194374,0.9103478,0.5539919,0.9692545,0.8541138,0.56232506,0.54193854,0.9013078,0.5557104,0.94485396,0.5036523,0.5215125,0.99916303,0.47233912,0.47036248,0.9996593,0.5254122,0.6817428,0.95652366,0.3411617,0.553709,0.9977113,0.5182424,0.85532963,0.9833075,0.16230172,0.58780426,0.9975018,0.5028147,0.8862644,0.977236,0.14195752,0.575117,0.9817852,0.5801462,0.8835957,0.9827769,0.108649164,0.6420872,0.9911061,2,Phalakasana
Phalakasana/71098.jpg,0.4184701,0.7150434,0.9988122,0.42973888,0.7155936,0.9987809,0.43083763,0.71281725,0.9989254,0.43191606,0.71011704,0.99898475,0.42338294,0.72311217,0.998536,0.42060223,0.72466147,0.99872965,0.4178381,0.72623897,0.9987639,0.41269875,0.70009315,0.9990602,0.39958024,0.7170847,0.9989543,0.40006125,0.699571,0.9988502,0.39992806,0.7056443,0.9981231,0.35412818,0.6282472,0.9996686,0.3177966,0.6791826,0.9961158,0.22250289,0.65765417,0.6003084,0.20490201,0.66830367,0.4377493,0.1468323,0.67609435,0.7031959,0.13946396,0.68203044,0.47573593,0.13259819,0.67895925,0.68494135,0.116021916,0.68630624,0.48921815,0.13568112,0.68600863,0.71035594,0.12878329,0.6912863,0.49630013,0.13679594,0.6853961,0.69241637,0.1364584,0.68806374,0.4482528,0.19307229,0.56802183,0.9970715,0.18597874,0.5850955,0.9957488,0.1828717,0.478254,0.63625973,0.18483658,0.49773064,0.31322518,0.124595776,0.42308927,0.6775556,0.128477,0.4617384,0.39682916,0.10143914,0.4195426,0.65426636,0.11467539,0.45960727,0.3811928,0.14981857,0.3932964,0.3974903,0.13135253,0.4444176,0.20258181,2,Phalakasana
Phalakasana/71180.jpg,0.5752262,0.5740388,0.99376065,0.5788543,0.57235557,0.9880469,0.57890296,0.572987,0.989493,0.57906675,0.5733986,0.99085325,0.576208,0.5566334,0.9909637,0.57398236,0.55558735,0.9910358,0.5720732,0.5538807,0.9906227,0.5674461,0.56137943,0.9896919,0.55955577,0.5436167,0.9907036,0.55982155,0.57665664,0.99509156,0.55602735,0.5738333,0.99408984,0.4623117,0.6275684,0.9975393,0.4561382,0.5572723,0.9989497,0.32146293,0.71648526,0.5100784,0.29056194,0.6901664,0.91337645,0.22311434,0.84804314,0.5689904,0.19689378,0.8356927,0.8801765,0.21647426,0.88853693,0.5418306,0.18366787,0.87777084,0.8582236,0.21505535,0.88863635,0.5687158,0.2003766,0.88848585,0.8574806,0.21165195,0.8677507,0.5706918,0.18765475,0.86932826,0.8137787,0.16298181,0.64361316,0.9695845,0.1487417,0.58968467,0.9812874,-0.0156869,0.68160963,0.25329623,-0.04482676,0.63818544,0.4604999,-0.17840108,0.6917447,0.15086004,-0.22960877,0.654384,0.28808716,-0.200488,0.68710107,0.20876224,-0.2562646,0.64494836,0.2866766,-0.22961676,0.72015876,0.15237013,-0.2807669,0.6984857,0.23933698,2,Phalakasana
Phalakasana/71446.jpg,0.042437732,0.65693927,0.9995732,0.020402849,0.63052297,0.9995192,0.022952974,0.62519425,0.99948406,0.025378287,0.6196724,0.9995784,0.015396655,0.63536453,0.9994591,0.014768779,0.63337606,0.9994073,0.014280558,0.630847,0.9996364,0.04435584,0.5915159,0.9996019,0.03656313,0.59980375,0.9995882,0.07342291,0.6511042,0.9994702,0.07098761,0.6565033,0.9994074,0.2021909,0.56206024,0.9991714,0.1878342,0.60174155,0.99814355,0.37197536,0.75047153,0.9847548,0.3792449,0.75711894,0.31812727,0.55117244,0.9589436,0.9726864,0.53911304,0.94506174,0.21849585,0.56771445,1.0026711,0.9622895,0.54719543,0.98665786,0.23607527,0.55913395,1.013016,0.9591951,0.55686015,1.0035229,0.23965117,0.5586503,0.9953245,0.93298507,0.55900204,0.98055685,0.24558178,0.54185665,0.51290596,0.99492407,0.5406821,0.5339785,0.98876846,0.8255305,0.46512002,0.63510454,0.8365432,0.4669869,0.13576038,1.112109,0.41664582,0.7461251,1.0896957,0.40794542,0.2871318,1.1368473,0.3850547,0.83804035,1.1220055,0.38429922,0.43431234,1.197242,0.4611302,0.69456995,1.1533296,0.45900545,0.3970441,2,Phalakasana
Phalakasana/71475.jpg,0.75564444,0.44032028,0.99990606,0.757454,0.4660797,0.999871,0.75155723,0.47088665,0.9998616,0.74570346,0.4755214,0.9998667,0.773923,0.45576447,0.9998522,0.7791466,0.4539501,0.9998536,0.78420794,0.45249304,0.9999025,0.7312112,0.4864471,0.9997259,0.7840898,0.45498347,0.99975675,0.7312537,0.43438235,0.99975854,0.75249064,0.42106837,0.99989605,0.6272955,0.4498902,0.9996251,0.7570056,0.37372872,0.9996271,0.5372019,0.24905303,0.9866757,0.7055029,0.20025007,0.93950415,0.47032863,0.04990536,0.98157066,0.6666822,0.033024892,0.96318007,0.46240553,0.018170446,0.9513533,0.674402,-0.0058985054,0.92447084,0.48234138,0.018205523,0.95573527,0.6623149,-0.008719683,0.9361546,0.48558027,0.02655214,0.9311753,0.65519744,0.007244736,0.9287903,0.49563307,0.31006813,0.99982774,0.5681271,0.2795443,0.99864,0.39036784,0.26353917,0.96234363,0.49219537,0.22717923,0.5528772,0.30556536,0.22326161,0.97033733,0.44328964,0.19480151,0.6429945,0.3016425,0.23289175,0.84024596,0.43123078,0.19788007,0.52385914,0.29001167,0.13936685,0.93505013,0.43002093,0.14785019,0.7378674,2,Phalakasana
Phalakasana/71528.jpg,0.32204822,0.6170212,0.99953544,0.3210638,0.6343901,0.99894303,0.32223323,0.63498485,0.9988991,0.32345214,0.6358,0.9989662,0.32407096,0.6372412,0.99942076,0.32723153,0.6395422,0.9994573,0.33047754,0.6421769,0.999435,0.34806332,0.642619,0.9976546,0.35535708,0.65172815,0.9993412,0.33691505,0.6100941,0.99845755,0.3398141,0.61309063,0.99898845,0.42418194,0.584486,0.99750596,0.42519718,0.61466295,0.99980515,0.3283051,0.49570775,0.5786253,0.30065587,0.5049036,0.99304974,0.22866818,0.4148722,0.6273102,0.1709036,0.42549968,0.98608726,0.20383784,0.4263198,0.52700675,0.12849492,0.4369637,0.9716159,0.19689626,0.42820942,0.5396022,0.13072371,0.4495359,0.9675547,0.20195147,0.42086026,0.54610014,0.14512396,0.44131547,0.9451466,0.58062875,0.42033526,0.9984384,0.62638766,0.47220397,0.9991347,0.56583285,0.24591959,0.95104676,0.76734596,0.36890677,0.99603504,0.58677566,0.07721877,0.9777025,0.9574926,0.32093865,0.9968112,0.60881287,0.04072863,0.95823145,0.97847134,0.3225751,0.9655484,0.51211077,0.055604428,0.9682363,1.012645,0.28010195,0.98842233,2,Phalakasana
Phalakasana/7175.jpg,0.70556384,0.3882902,0.9987,0.7240077,0.3799656,0.9986565,0.72466826,0.37965778,0.9985065,0.72542125,0.37955567,0.9989335,0.7232063,0.3767061,0.9987453,0.7230892,0.37413585,0.99877316,0.722985,0.37173834,0.9990465,0.72084165,0.35898253,0.99847275,0.7180934,0.35163692,0.99871266,0.68943256,0.38665974,0.9980117,0.68783164,0.38201967,0.99805486,0.6130245,0.3195446,0.9946055,0.6295767,0.33558995,0.99878985,0.60870254,0.48213807,0.48270017,0.6282946,0.51902145,0.9457025,0.7302977,0.4769194,0.39067465,0.7443842,0.49239874,0.894251,0.7610755,0.47598967,0.31926596,0.7810689,0.4982214,0.86834216,0.7589656,0.46309516,0.31048715,0.77410877,0.47675592,0.8576706,0.7459258,0.46071294,0.32503003,0.75682676,0.4698915,0.82462406,0.379485,0.35979503,0.99609923,0.38289055,0.3572254,0.9964264,0.22641,0.48601818,0.21074593,0.22411382,0.4898805,0.93750435,0.044077277,0.55600256,0.29395437,0.025217563,0.56867313,0.9174303,0.009868741,0.55562854,0.3961025,-0.0013620257,0.559602,0.8973944,0.046223074,0.6538199,0.49516043,0.03483537,0.6658954,0.8953977,2,Phalakasana
Phalakasana/7195.jpg,0.51908755,0.33178443,0.9999136,0.5357723,0.31908804,0.99993956,0.53788143,0.3202135,0.99992704,0.53998595,0.32130316,0.99993384,0.53556556,0.31930533,0.9999622,0.5373316,0.32047582,0.9999527,0.5391861,0.32138678,0.9999571,0.55467606,0.33832404,0.99990726,0.5537509,0.3363667,0.9999243,0.51832074,0.3511055,0.9997669,0.5166381,0.35111806,0.99974924,0.5650108,0.39758596,0.99908066,0.56069493,0.418592,0.9985165,0.6598475,0.27217472,0.9928504,0.651107,0.30857012,0.41701072,0.7646948,0.14987302,0.9817488,0.7182609,0.23495758,0.66540235,0.8084281,0.1305229,0.966,0.739322,0.22989935,0.725106,0.81215906,0.13521284,0.95989746,0.7408941,0.22719228,0.73132044,0.7956581,0.14297533,0.9533978,0.7357489,0.22514445,0.70689046,0.37661782,0.713807,0.99780923,0.39078423,0.72594786,0.99728596,0.2962407,0.4806484,0.9247763,0.28699118,0.5130435,0.1014304,0.18389812,0.257092,0.93518955,0.21498968,0.3121658,0.23995222,0.14795828,0.23498374,0.9443589,0.17948014,0.27600622,0.2927309,0.24221374,0.18444115,0.9447054,0.26789135,0.22645742,0.42705625,2,Phalakasana
Phalakasana/72725.jpg,0.855572,0.543472,0.99985635,0.8726502,0.53483653,0.9997396,0.87296724,0.5349847,0.9997392,0.8734595,0.5348314,0.99974424,0.8718661,0.52653915,0.9998622,0.87149835,0.5196276,0.9999075,0.8712014,0.51108783,0.99992096,0.8685023,0.5052556,0.99929106,0.8628571,0.4786746,0.9998894,0.8339373,0.5418429,0.99971026,0.83192825,0.53088737,0.99985576,0.76355886,0.5002551,0.9986628,0.77354497,0.47966745,0.99997413,0.6955019,0.63208073,0.2982641,0.70904684,0.6423238,0.99070907,0.6579919,0.74047184,0.38872015,0.6505829,0.83150727,0.9643248,0.66351986,0.7507888,0.37992975,0.65077794,0.8553655,0.94582444,0.6652902,0.7513905,0.38571072,0.6540673,0.8648984,0.9362752,0.6594123,0.7521366,0.3775804,0.64825904,0.85504764,0.9084381,0.5464977,0.4876146,0.993718,0.54716426,0.48609114,0.9996525,0.37256533,0.52557594,0.35664764,0.37541944,0.569968,0.99115694,0.20480627,0.5083217,0.7351288,0.1288318,0.57102257,0.9950229,0.18531075,0.47639665,0.77599204,0.096254885,0.5398942,0.9864086,0.18464383,0.5657154,0.80470824,0.07746464,0.6715424,0.9858381,2,Phalakasana
Phalakasana/72757.jpg,0.6190638,-0.00803858,0.99411523,0.6478671,-0.008960277,0.9945051,0.6511626,-0.0037342012,0.99511343,0.6547804,0.0014774799,0.99618006,0.6450609,-0.016590178,0.99113035,0.6463829,-0.016678065,0.99157315,0.6480458,-0.016364306,0.9943146,0.66315305,0.031148553,0.9914507,0.6575875,0.015408397,0.98587483,0.6112596,0.020239532,0.9889444,0.60700923,0.0133034885,0.9793508,0.5780151,0.1210607,0.99531037,0.5942668,0.09659243,0.96914196,0.40182066,0.059479058,0.9712157,0.4329807,0.061695904,0.22347116,0.23745535,0.015540749,0.9280454,0.29331797,0.005594194,0.16163833,0.21228531,-0.0025383234,0.8949893,0.29312098,-0.025217324,0.16425999,0.23080572,-0.018643528,0.8881614,0.2802506,-0.021353602,0.17340302,0.2248311,0.00614202,0.8477422,0.27594292,-0.0054704845,0.19219561,0.46007222,0.33160907,0.9805517,0.44675067,0.30851656,0.94695175,0.3276211,0.44320145,0.9290324,0.32432735,0.43678516,0.26063457,0.18222263,0.5919925,0.95154613,0.1975292,0.5800284,0.61039066,0.17282888,0.6244813,0.9370255,0.18901184,0.615083,0.6166989,0.10032043,0.5524625,0.92362076,0.12276888,0.5445454,0.748759,2,Phalakasana
